City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
320,Kudahuvadhoo,MV,82.98,clear sky,2.6708,72.8944,Kudahuvadhoo
322,Alamosa,US,26.58,clear sky,37.4695,-105.87,Alamosa
323,Singaraja,ID,77.95,overcast clouds,-8.112,115.0882,Buleleng
324,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Klouklubed
325,General Roca,AR,71.62,clear sky,-39.0333,-67.5833,General Roca
326,Kurumkan,RU,10.13,few clouds,54.3,110.3,Kurumkan
327,Gizo,SB,81.64,overcast clouds,-8.103,156.8419,Gizo
328,Waddan,LY,84.27,clear sky,29.1614,16.139,Waddan
329,Ulladulla,AU,65.3,light rain,-35.35,150.4667,Ulladulla
330,Kaeo,NZ,58.32,clear sky,-35.1,173.7833,Kaeo
331,Mattru,SL,100.83,broken clouds,7.6244,-11.8332,Bandajuma
332,Poum,NC,80.19,broken clouds,-20.2333,164.0167,Poum
333,Mokhsogollokh,RU,2.73,overcast clouds,61.4681,128.9203,
334,Pemangkat,ID,76.71,overcast clouds,1.1667,108.9667,Pemangkat
335,Orangeburg,US,57.94,clear sky,33.4918,-80.8557,Orangeburg
336,Zamora,EC,74.46,light rain,-4.0692,-78.9567,Zamora
337,Sorland,NO,41.45,light rain,67.667,12.6934,Sørland
338,Douglas,US,28.51,clear sky,41.3,-96.167,Omaha
339,Buin,CL,71.87,overcast clouds,-33.7333,-70.75,San Bernardo
340,Alice Springs,AU,69.22,clear sky,-23.7,133.8833,Alice Springs
341,Red Bluff,US,51.51,clear sky,40.1785,-122.2358,Red Bluff
342,Korla,CN,52.56,broken clouds,41.7597,86.1469,Bayingolin Mongol Autonomous Prefecture
343,Sao Joao Da Barra,BR,89.69,clear sky,-21.6403,-41.0511,Grussaí
344,Along,IN,66.51,clear sky,28.1667,94.7667,Aalo
345,El Alto,PE,71.26,overcast clouds,-4.2714,-81.2147,Pueb el Alto
346,Talnakh,RU,1.76,broken clouds,69.4865,88.3972,Norilsk
347,Gat,IL,63.81,clear sky,31.61,34.7642,Kiryat Gat
348,Tura,IN,75.36,scattered clouds,25.5198,90.2201,Tura
349,Galle,LK,80.74,broken clouds,6.0367,80.217,Galle
350,Heze,CN,48.15,overcast clouds,35.2431,115.4411,Heze
351,Souillac,MU,82.78,few clouds,-20.5167,57.5167,Souillac
352,Roald,NO,52.32,scattered clouds,62.5833,6.1333,Roald
353,Nemuro,JP,35.64,clear sky,43.3236,145.575,Nemuro
354,Duobao,CN,53.56,overcast clouds,30.67,112.6895,Jingmen
355,Istok,XK,60.06,clear sky,42.7808,20.4875,Istog
356,Mancio Lima,BR,77.07,overcast clouds,-7.6142,-72.8958,Mâncio Lima
357,Simi,SL,105.12,clear sky,9.5667,-12.35,Litia
358,Bubaque,GW,77.9,broken clouds,11.2833,-15.8333,Bubaque
359,Suda,RU,24.91,overcast clouds,59.1525,37.5582,Suda
360,Xinyang,CN,50.5,overcast clouds,32.1228,114.0656,Xinyang
361,Hami,CN,54.66,overcast clouds,42.8,93.45,Hami
362,Atasu,KZ,31.66,light snow,48.6814,71.6433,Atasu
363,Derzhavinsk,KZ,28.24,overcast clouds,51.1,66.3167,Derzhavinsk
364,Tefe,BR,84.31,light rain,-3.3542,-64.7114,Tefé
365,Acurenam,GQ,78.33,light rain,1.0322,10.6488,Acurenam
366,Carutapera,BR,81.88,overcast clouds,-1.195,-46.02,Carutapera
367,Bentiu,SS,99.57,overcast clouds,9.2333,29.8333,Bentiu
368,Lexington,US,33.98,overcast clouds,37.9887,-84.4777,Lexington
369,Marystown,CA,40.86,overcast clouds,47.1666,-55.1483,Marystown
370,Vostok,RU,24.69,light snow,46.4856,135.8833,Vostok
371,Aljezur,PT,66.51,overcast clouds,37.3191,-8.8033,Aljezur
372,Masty,BY,41.11,overcast clouds,53.4122,24.5387,Masty
373,Paracuru,BR,82.11,overcast clouds,-3.41,-39.0306,Paracuru
374,Saint-Francois,FR,69.24,clear sky,46.4154,3.9054,Molinet
375,Travesia,HN,72.14,overcast clouds,15.8667,-87.9,Sector 1
376,Comodoro Rivadavia,AR,60.66,clear sky,-45.8667,-67.5,Comodoro Rivadavia
377,Binika,IN,89.51,broken clouds,21.0333,83.8,Binka
378,Melito Di Porto Salvo,IT,63.54,light rain,37.9222,15.7714,Melito di Porto Salvo
379,Hare Bay,CA,37.0,overcast clouds,48.8499,-54.0148,Hare Bay
380,Labuhan,ID,79.23,overcast clouds,-6.8844,112.2051,Musholla Babut Taubat
381,Kitimat,CA,37.78,overcast clouds,54.0524,-128.6534,Kitimat
382,Balabac,PH,81.81,moderate rain,7.9868,117.0645,Balabac
383,Jam Sahib,PK,100.42,clear sky,26.2958,68.6292,Jam Sahib
384,Atambua,ID,73.81,overcast clouds,-9.1061,124.8925,Atambua
385,Nova Olinda Do Norte,BR,81.9,moderate rain,-3.8881,-59.0942,Centro
387,Rocha,UY,77.41,clear sky,-34.4833,-54.3333,Rocha
388,Sao Gabriel Da Cachoeira,BR,74.48,overcast clouds,-0.1303,-67.0892,São Gabriel da Cachoeira
389,Iskateley,RU,7.68,light snow,67.6803,53.1512,Naryan-Mar
390,Codrington,AU,65.35,overcast clouds,-38.2667,141.9667,Yambuk
391,Batemans Bay,AU,66.09,scattered clouds,-35.7167,150.1833,Batemans Bay
392,Acajutla,SV,85.37,broken clouds,13.5928,-89.8275,Acajutla
393,Poya,NC,74.75,few clouds,-21.35,165.15,Poya
394,Ballangen,NO,28.62,light snow,68.3428,16.8315,Ballangen
395,Xinzhi,CN,52.27,overcast clouds,36.4989,111.7047,Linfen
396,Sulina,RO,50.02,broken clouds,45.1559,29.6536,Sulina
397,Tulagi,SB,81.63,overcast clouds,-9.0996,160.1476,Tulagi
398,Zuenoula,CI,99.45,overcast clouds,7.4292,-6.0431,Zuenoula
399,Komsomolskiy,UZ,54.32,overcast clouds,40.4272,71.7189,Fergana
400,Coquimbo,CL,62.33,clear sky,-29.9533,-71.3436,Coquimbo
401,Pacific Grove,US,52.02,overcast clouds,36.6177,-121.9166,Monterey
402,Kolokani,ML,101.44,broken clouds,13.5728,-8.0339,Kolokani
404,Iquique,CL,68.04,clear sky,-20.2208,-70.1431,Iquique
405,Stillwater,US,53.89,clear sky,36.1156,-97.0584,Stillwater
406,Kauswagan,PH,77.41,overcast clouds,8.1917,124.0847,Bacolod
407,Dyurtyuli,RU,34.23,light snow,55.4911,54.8688,Diurtiuli
408,Marzuq,YE,78.28,overcast clouds,14.4,46.4667,Al Hujayrah
409,Mastic Beach,US,47.12,clear sky,40.7668,-72.8521,Shirley
410,Praia,CV,79.34,few clouds,14.9215,-23.5087,Praia
411,Palmer,US,44.06,broken clouds,42.1584,-72.3287,Palmer
412,Bima,ID,75.9,overcast clouds,-8.4667,118.7167,Bima
413,Poltavka,RU,8.71,scattered clouds,54.3663,71.7632,Poltavka
414,Daru,PG,79.92,moderate rain,-9.0763,143.2092,Daru
415,Plouzane,FR,71.78,clear sky,48.3833,-4.6167,Brest
416,Naryan-Mar,RU,7.79,light snow,67.6713,53.087,Naryan-Mar
417,Wilkie,CA,16.18,overcast clouds,52.4168,-108.7014,Wilkie
418,Zarand,IR,67.41,clear sky,30.8127,56.564,Zarand
419,Sao Felix Do Xingu,BR,83.61,overcast clouds,-6.6447,-51.995,São Félix do Xingu
420,Stony Point,US,44.2,broken clouds,41.2295,-73.9871,New City
421,Bantul,ID,77.85,overcast clouds,-7.8881,110.3289,Bantul
422,College,US,30.79,clear sky,64.8569,-147.8028,Fairbanks
423,Nome,US,21.27,overcast clouds,64.5011,-165.4064,Nome
424,Ostrovnoy,RU,21.56,overcast clouds,68.0531,39.5131,Ostrovnoy
425,Richards Bay,ZA,76.1,clear sky,-28.783,32.0377,Richards Bay
426,Labuan,MY,79.16,few clouds,5.2767,115.2417,Labuan
427,Hohhot,CN,28.69,clear sky,40.8106,111.6522,Hohhot
428,Corralillo,CU,76.39,light rain,22.9819,-80.5856,Corralillo
429,Port-Gentil,GA,85.96,few clouds,-0.7193,8.7815,Port-Gentil
430,Keti Bandar,PK,81.66,clear sky,24.1447,67.4497,Keti Bandar
431,Olafsvik,IS,33.55,overcast clouds,64.8945,-23.7142,Ólafsvík
432,Sinnamary,GF,81.3,overcast clouds,5.3833,-52.95,Sinnamary
433,Yarensk,RU,20.79,light snow,62.1675,49.0916,Yarensk
434,Saint-Denis,FR,72.23,clear sky,48.9167,2.3333,Paris
435,Clonakilty,IE,56.08,clear sky,51.6231,-8.8706,Clonakilty
436,Obama,JP,47.95,overcast clouds,35.4958,135.746,Obama
437,Porto Novo,BJ,91.22,broken clouds,6.4965,2.6036,Porto-Novo
438,Castrillon,ES,65.14,broken clouds,43.3979,-6.7922,Boal
439,Honiara,SB,76.87,overcast clouds,-9.4333,159.95,Honiara
440,Praia Da Vitoria,PT,64.65,scattered clouds,38.7333,-27.0667,Praia da Vitória
441,Bereda,ES,71.15,broken clouds,43.2686,-7.5406,A Feira do Monte
442,Levelland,US,64.18,broken clouds,33.5873,-102.378,Levelland
443,Kargat,RU,18.64,overcast clouds,55.1956,80.2811,Kargat
444,Inzer,RU,35.94,overcast clouds,54.2167,57.5556,Inzer
445,Beisfjord,NO,28.45,light snow,68.3751,17.5988,Beisfjord
446,Alyangula,AU,78.67,overcast clouds,-13.8483,136.4192,Alyangula
447,Dawei,MM,78.82,clear sky,14.0833,98.2,Dawei
448,Vestmannaeyjar,IS,47.39,mist,63.4427,-20.2734,Vestmannaeyjar
449,Paamiut,GL,31.26,overcast clouds,61.994,-49.6678,Paamiut
450,Tabory,RU,24.6,overcast clouds,58.5198,64.5495,Tabory
451,Evensk,RU,2.95,few clouds,61.95,159.2333,Evensk
452,Kharp,RU,8.58,light snow,66.8014,65.8081,Kharp
453,Auki,SB,77.68,overcast clouds,-8.7676,160.7034,Auki
454,Honningsvag,NO,26.35,few clouds,70.9821,25.9704,Honningsvåg
455,Namatanai,PG,78.94,light rain,-3.6667,152.4333,Namatanai
456,Kheralu,IN,86.09,clear sky,23.8833,72.6167,Kheralu
457,Ugoofaaru,MV,83.17,few clouds,5.6667,73.0,Ungoofaaru
458,Bakhmach,UA,33.49,broken clouds,51.1808,32.7569,Bakhmach
459,Vilhena,BR,77.22,broken clouds,-12.7406,-60.1458,Vilhena
460,Sola,VU,82.65,overcast clouds,-13.8833,167.55,Sola
461,Amuntai,ID,76.1,light rain,-2.4177,115.2494,Amuntai
462,Veraval,IN,79.95,clear sky,20.9,70.3667,Veraval
463,Iranshahr,IR,91.74,clear sky,27.2025,60.6848,Iranshahr
464,Taoudenni,ML,99.1,clear sky,22.6783,-3.9836,Taoudenni
465,Ploemeur,FR,68.63,clear sky,47.7333,-3.4333,Lorient
467,Antalaha,MG,79.34,few clouds,-14.9003,50.2788,Antalaha
468,Hanting,CN,42.8,clear sky,36.7708,119.2108,Weifang
469,Mananjary,MG,80.22,few clouds,-21.2167,48.3333,Mananjary
470,Alta Floresta,BR,80.42,overcast clouds,-9.8756,-56.0861,Alta Floresta
471,Kainan,JP,53.64,scattered clouds,34.15,135.2,Wakayama
472,Lasa,IT,66.69,scattered clouds,46.6166,10.7002,Schlanders
473,Parati,BR,87.8,broken clouds,-23.2178,-44.7131,Paraty
474,Boddam,GB,62.44,few clouds,57.4667,-1.7833,Peterhead
475,Sydney,AU,68.11,broken clouds,-33.8679,151.2073,Sydney
476,Trincomalee,LK,83.23,clear sky,8.5711,81.2335,Trincomalee
477,Sobolevo,RU,27.23,scattered clouds,54.4299,31.8996,Sobolevo
478,Mutoko,ZW,70.14,moderate rain,-17.397,32.2268,Mutoko
479,Jacareacanga,BR,84.6,moderate rain,-6.2222,-57.7528,Jacareacanga
480,Vetluga,RU,22.05,overcast clouds,57.8557,45.781,Vetluga
481,Skjervoy,NO,23.0,broken clouds,70.0311,20.9714,Skjervoy
482,Ca Mau,VN,81.93,few clouds,9.1769,105.15,Cà Mau
483,Milkovo,RU,18.9,light snow,54.7167,158.6167,Mil'kovo
484,Bowen,AU,75.29,clear sky,-20.0167,148.2333,Bowen
485,Orsk,RU,32.9,clear sky,51.2049,58.5668,Orsk
486,Caloundra,AU,72.9,moderate rain,-26.8,153.1333,Sunshine Coast
487,Cabedelo,BR,86.67,overcast clouds,-6.9811,-34.8339,Cabedelo
488,Viedma,AR,70.52,clear sky,-40.8135,-62.9967,Viedma
489,Tateyama,JP,57.09,overcast clouds,34.9833,139.8667,Tateyama
490,Maxixe,MZ,80.42,broken clouds,-23.8597,35.3472,Maxixe
491,Biak,ID,76.86,overcast clouds,-0.9131,122.8766,CV. MEGA RENTAL Mobil Luwuk Banggai
492,Maraba,BR,82.58,light rain,-5.3686,-49.1178,Marabá
493,Garoua Boulai,CM,96.71,overcast clouds,5.8833,14.55,Garoua-Mboulaï
494,Kinkala,CG,84.25,overcast clouds,-4.3614,14.7644,Kinkala
495,Yulara,AU,76.84,clear sky,-25.2406,130.9889,Petermann
496,Sibolga,ID,76.53,clear sky,1.7427,98.7792,Sibolga
497,San Luis,AR,79.34,scattered clouds,-33.295,-66.3356,San Luis
498,Domoni,KM,81.54,light rain,-12.2569,44.5319,Domoney
499,Karaton,ID,74.55,clear sky,-6.3424,106.1045,Pandeglang
500,Tucupita,VE,80.33,overcast clouds,9.0622,-62.051,Tucupita
501,Adrar,MR,96.1,few clouds,20.5022,-10.0711,
502,Cine,TR,67.41,clear sky,37.6117,28.0614,Çine
503,Chute-Aux-Outardes,CA,31.98,overcast clouds,49.1168,-68.399,Chute-aux-Outardes
504,Durban,ZA,76.12,broken clouds,-29.8579,31.0292,Durban
505,Lewistown,US,35.73,broken clouds,40.5992,-77.5714,Lewistown
506,Celestun,MX,74.05,clear sky,20.8667,-90.4,Celestún
507,Deqing,CN,50.97,overcast clouds,30.5448,119.9599,Huzhou
508,Zambezi,ZM,76.21,light rain,-13.5432,23.1047,Zambezi
509,Kalianget,ID,80.47,overcast clouds,-7.05,113.9333,SMK Negeri 1 Kalianget
510,Sulangan,PH,82.38,light rain,11.1373,123.7228,Bantayan
511,Sungai Besar,MY,80.33,light rain,3.6746,100.9867,Sungai Besar
512,Sidrolandia,BR,83.34,scattered clouds,-20.9319,-54.9614,Sidrolândia
513,San Quintin,MX,58.53,broken clouds,30.4833,-115.95,Lázaro Cárdenas
514,Tubuala,PA,79.83,broken clouds,9.5167,-79.0333,Tubualá
515,Kavaratti,IN,83.5,clear sky,10.5669,72.642,Kavaratti
516,Armidale,AU,56.73,light rain,-30.5167,151.65,Armidale
517,Vardo,NO,26.64,light snow,70.3705,31.1107,Vardo
518,Lozova,UA,32.67,light snow,48.8894,36.3176,Lozova
519,Severnyy,RU,28.44,broken clouds,50.677,36.5532,Belgorod
520,Uusikaupunki,FI,31.82,snow,60.8004,21.4084,Uusikaupunki
521,Kaohsiung,TW,75.15,broken clouds,22.6163,120.3133,Kaohsiung
522,Saint-Augustin,CA,32.77,overcast clouds,51.226,-58.6502,Saint-Augustin
523,Tartu,EE,32.25,few clouds,58.3806,26.7251,Tartu
524,Homer,US,35.8,overcast clouds,59.6425,-151.5483,Homer
525,Dharchula,IN,65.21,clear sky,29.85,80.5333,Suwa
526,Holeby,DK,57.09,clear sky,54.7115,11.4642,Maribo
527,Areka,ET,81.21,broken clouds,7.0667,37.7,Areka
528,Amesbury,US,49.32,few clouds,42.8584,-70.9301,Newburyport
529,Kencong,ID,76.51,overcast clouds,-8.2833,113.3667,Kencong
530,Valparaiso,CL,64.04,clear sky,-33.0393,-71.6273,Valparaíso
531,Ketchikan,US,39.67,broken clouds,55.3422,-131.6461,Ketchikan
532,Redmond,US,49.73,overcast clouds,47.674,-122.1215,Bellevue
533,Jardim,BR,84.47,clear sky,-21.4803,-56.1381,Jardim
534,Muscat,OM,86.02,clear sky,23.6139,58.5922,Muscat
535,Tatarka,RU,30.02,snow,44.9589,41.9517,Stavropol
536,Lompoc,US,56.12,overcast clouds,34.6391,-120.4579,Lompoc
537,Muskegon,US,24.8,overcast clouds,43.3,-86.1334,Muskegon charter Township
538,Pochutla,MX,82.81,broken clouds,15.7432,-96.4661,Pochutla District
539,Dingli,MT,62.82,few clouds,35.8614,14.3822,Rabat
540,Katobu,ID,75.54,overcast clouds,-4.9408,122.5276,Kampani
541,Lukovetskiy,RU,19.71,overcast clouds,64.2956,41.9211,Lukovetskii
542,Cabanas,CU,76.55,clear sky,22.9758,-82.9219,Cabanas
543,Mega,ET,71.73,broken clouds,4.05,38.3,Mega
544,Ornskoldsvik,SE,31.15,light snow,63.2909,18.7153,Örnsköldsvik
545,La Gomera,GT,82.11,broken clouds,14.0833,-91.05,La Gomera
546,Vakhrushev,RU,30.78,overcast clouds,48.9833,142.9667,Vostok
547,Isangel,VU,77.23,broken clouds,-19.55,169.2667,Isangel
548,Micheweni,TZ,85.46,scattered clouds,-4.9667,39.8333,Maziwa Ngombe
549,Karpathos,GR,64.36,clear sky,35.507,27.2132,Karpathos
550,Gravdal,NO,31.89,light snow,68.1214,13.5031,Ballstad
551,Boa Esperanca Do Sul,BR,74.08,light rain,-21.9925,-48.3908,Boa Esperança do Sul
552,Kautokeino,NO,17.78,overcast clouds,69.0125,23.0412,Kautokeino
553,Morden,CA,10.09,broken clouds,49.1919,-98.1014,Morden
554,Jiuquan,CN,47.93,broken clouds,39.7432,98.5174,Jiuquan
555,Monrovia,LR,91.17,broken clouds,6.3005,-10.7969,Monrovia
557,Savelugu,GH,104.23,few clouds,9.6244,-0.8253,Savelugu
558,Bud,US,34.93,few clouds,39.447,-86.1758,Trafalgar
559,Krasnyy Kut,RU,29.12,broken clouds,50.95,46.9667,Krasny Kut
560,Ludvika,SE,42.6,overcast clouds,60.1496,15.1878,Ludvika
561,Ailigandi,PA,80.04,broken clouds,9.2333,-78.0167,Isla Lorenzo Bello
562,Gunjur,GM,74.28,overcast clouds,13.2019,-16.7339,Gunjur
563,Haines Junction,CA,12.15,broken clouds,60.7522,-137.5108,Haines Junction
564,Dandong,CN,39.04,clear sky,40.1292,124.3947,Sinuiju
565,Svetlogorsk,BY,34.81,overcast clouds,52.6333,29.7333,Svietlahorsk
566,Dagatan,PH,79.65,scattered clouds,14.0033,121.3789,San Pablo City
567,Kagalnitskaya,RU,39.65,overcast clouds,46.8806,40.1466,Kagal'nitskaya
568,Punta Alta,AR,69.71,clear sky,-38.8759,-62.0736,Punta Alta
569,Vao,NC,75.96,broken clouds,-22.6667,167.4833,Vao
570,Rapar,IN,88.93,clear sky,23.5667,70.6333,Rapar
571,Panjab,AF,45.45,clear sky,34.388,67.0233,Panjab
572,Belmonte,BR,84.65,broken clouds,-15.8631,-38.8828,Belmonte
573,Port Macquarie,AU,65.89,light rain,-31.4333,152.9167,Port Macquarie
574,Nizwa,OM,87.98,clear sky,22.9333,57.5333,Nizwa
575,Lianzhou,CN,54.34,overcast clouds,24.7811,112.3825,Qingyuan
576,Fredericksburg,US,45.61,overcast clouds,38.3032,-77.4605,Fredericksburg
577,Meulaboh,ID,79.75,overcast clouds,4.1363,96.1285,Meulaboh
578,Hualmay,PE,73.78,scattered clouds,-11.0964,-77.6139,Huacho
579,Abu Dhabi,AE,75.31,clear sky,24.4667,54.3667,Abu Dhabi
580,Haysville,US,44.31,broken clouds,37.5645,-97.3523,Wichita
581,Edendale,ZA,66.94,broken clouds,-29.6528,30.3147,Pietermaritzburg
582,Chandbali,IN,80.02,scattered clouds,20.7833,86.7667,Chandbali
583,Maues,BR,80.58,overcast clouds,-3.3836,-57.7186,Centro
584,Alamos,MX,73.26,overcast clouds,27.0167,-108.9333,Álamos
585,Padang,ID,75.25,few clouds,-0.9492,100.3543,Padang
586,Farsund,NO,49.95,few clouds,58.0948,6.8047,Farsund
587,Rockport,US,70.05,clear sky,28.0206,-97.0544,Rockport
588,Bad Doberan,DE,59.32,clear sky,54.1071,11.9005,Bad Doberan
589,Tyulgan,RU,33.71,overcast clouds,52.3405,56.166,Tulgan
590,Winslow,US,42.98,clear sky,35.0242,-110.6974,Winslow
591,Ascension,US,71.01,clear sky,30.2169,-90.9001,Gonzales
592,Celendin,PE,63.12,light rain,-6.8703,-78.1517,C.p Celendin
593,Rockhampton,AU,73.29,scattered clouds,-23.3833,150.5,Rockhampton
594,Acarau,BR,82.65,overcast clouds,-2.8856,-40.12,Acaraú
595,Irondequoit,US,30.52,light snow,43.2134,-77.5797,Rochester
596,Kouvola,FI,30.24,clear sky,60.8667,26.7,Kouvola
597,Jumla,NP,50.14,clear sky,29.2747,82.1838,Chandannath
598,Chishtian Mandi,PK,87.69,clear sky,29.8,72.8667,Chishtian
599,Agdam,AZ,48.34,scattered clouds,39.991,46.9274,Shelli
600,Yima,CN,46.87,scattered clouds,34.7381,111.8839,Sanmenxia
601,Ambilobe,MG,77.52,light rain,-13.2,49.05,Ambilobe
602,Tupik,RU,6.01,broken clouds,54.4253,119.9327,Tupik
603,Farafangana,MG,79.61,scattered clouds,-22.8167,47.8333,Farafagana
604,Nsanje,MW,81.59,overcast clouds,-16.92,35.262,Nsanje
605,Brigantine,US,47.19,few clouds,39.4101,-74.3646,Atlantic City
606,Asfi,MA,72.63,overcast clouds,32.2994,-9.2372,Safi
607,Yenagoa,NG,92.7,overcast clouds,4.9247,6.2642,Yenagoa
608,Am Timan,TD,99.91,overcast clouds,11.0297,20.2827,Am Timan
609,Tuatapere,NZ,50.63,few clouds,-46.1333,167.6833,Tuatapere
610,Hamilton,US,33.98,overcast clouds,39.1834,-84.5333,Cincinnati
611,Kurchum,KZ,33.82,light snow,48.5722,83.6542,Kurshim
612,Saint-Pierre,RE,82.08,overcast clouds,-21.3393,55.4781,Saint Pierre
613,Plettenberg Bay,ZA,68.83,overcast clouds,-34.0527,23.3716,Plettenberg Bay
614,Taltal,CL,71.06,clear sky,-25.4,-70.4833,Taltal
615,Kabelvag,NO,32.22,snow,68.2114,14.4817,Svolvær
616,Santa Rosa,PH,84.18,scattered clouds,14.3122,121.1114,Santa Rosa
617,Lanigan,CA,17.49,overcast clouds,51.8501,-105.0344,Lanigan
618,Emerald,AU,69.94,scattered clouds,-23.5333,148.1667,Emerald
619,Partenit,UA,44.33,broken clouds,44.578,34.3446,Hurzuf
620,Apen,DE,61.18,clear sky,53.2167,7.8,Westerstede
621,Bumba,CD,94.66,broken clouds,2.1833,22.4667,Bumba
623,Mayumba,GA,82.4,light rain,-3.432,10.6554,Mayumba
624,Firovo,RU,22.53,broken clouds,57.4814,33.7021,Firovo
625,Anori,BR,81.41,heavy intensity rain,-3.7728,-61.6442,Anori
626,Voyvozh,RU,31.39,overcast clouds,62.892,54.9635,Voivozh
627,Kozhva,RU,22.91,snow,65.1073,57.0459,Pechora
628,Southbridge,US,44.46,broken clouds,42.0751,-72.0334,Southbridge
629,Changli,CN,44.1,clear sky,39.7042,119.1506,Qinhuangdao
630,Almeria,ES,57.78,overcast clouds,37.1667,-2.3333,Senés
631,Beyneu,KZ,47.05,overcast clouds,45.3167,55.2,Beyneu
632,Jalu,LY,75.22,clear sky,29.0331,21.5482,Jalu
633,Kunya,NG,96.33,broken clouds,12.2233,8.5325,Kunya
634,Aguimes,ES,74.03,scattered clouds,27.9054,-15.4461,"Ingenio, Las Palmas"
635,Inirida,CO,74.71,overcast clouds,3.8653,-67.9239,Inírida
636,La Macarena,CO,82.06,overcast clouds,2.1837,-73.7849,La Macarena
637,Diego De Almagro,CL,77.27,clear sky,-26.3667,-70.05,Diego de Almagro
638,Kangaatsiaq,GL,18.66,scattered clouds,68.3065,-53.4641,Kangaatsiaq
639,Pundaguitan,PH,79.9,overcast clouds,6.3711,126.1689,Mati
640,Kodinsk,RU,16.11,overcast clouds,58.6881,99.1844,Kodinsk
641,Multan,PK,94.89,haze,30.1956,71.4753,Multan
642,Varkaus,FI,28.31,overcast clouds,62.3153,27.873,Varkaus
643,Rosenberg,SK,61.43,clear sky,49.0748,19.3075,Ružomberok
644,Port Augusta,AU,71.74,broken clouds,-32.5,137.7667,Port Augusta
645,Surt,LY,76.21,few clouds,31.2089,16.5887,Sirte
646,Ginda,IN,59.79,clear sky,30.6945,78.4932,Barahat Range
647,Burnie,AU,59.94,overcast clouds,-41.0667,145.9167,Burnie
648,Onega,RU,20.86,scattered clouds,63.9061,38.1404,Onega
649,Salalah,OM,84.29,clear sky,17.0151,54.0924,Salalah
